id,en_sentence,influence,influence_lang,influenced_sentence
463,And it says that the new mask-wearing check uses a separate system that doesn’t leverage any Real-Time ID Check technology.,1,fr,Et il est dit que la nouvelle vérification de port de masque utilise un système distinct qui n'utilise aucune technologie de vérification d'ID en temps réel.
464,And it's going- to be fun.,0,es,Y va a ser divertido.
465,And it’s strong enough to get you through any Zoom calls with extended family.,1,fr,Et il est assez fort pour vous faire passer des appels Zoom avec une famille élargie.
466,And it will be very difficult for the Broncos to end a nine-game losing streak to Kansas City if the offense fails to score seven-pointers instead of three-pointers.,0,es,Y será muy difícil para los Broncos terminar una racha perdedora de nueve partidos contra Kansas City si la ofensiva no logra anotar siete puntos en lugar de tres puntos.
467,And I was very similar.,0,es,Y yo era muy similar.
468,"And Jerry says, How can the six foot rule possibly be effective if the virus survives and remains aloft for hours?",1,fr,"Et Jerry dit, Comment la règle des six pieds peut-elle être efficace si le virus survit et reste à l'écart pendant des heures?"
469,"And, like the unemployment rate, the numbers also will be revised — and likely upward, due to underreporting.",0,es,"Y, al igual que la tasa de desempleo, también se revisarán las cifras, y probablemente al alza, debido a la falta de información."
470,"And like they had in games against the Chargers and Raiders, the Titans showed up big and stopped the Patriots from getting into the end zone when given the ball in a first and goal situation.",0,es,"Y como en los partidos contra los Chargers y los Raiders, los Titanes aparecieron a lo grande e impidieron que los Patriotas entraran en la zona final cuando se les dio la pelota en una situación de primera y meta."
471,"And many still go swimming, even if there is a little twinge of caution.",1,fr,"Et beaucoup vont encore nager, même s'il y a un peu de prudence."
472,And most people who have followed Google and Apple’s work have said the companies are (mostly) doing the right things to listen to health authorities and also protect people’s privacy.,1,fr,Et la plupart des gens qui ont suivi le travail de Google et d'Apple ont dit que les entreprises font (principalement) les bonnes choses pour écouter les autorités sanitaires et aussi protéger la vie privée des gens.
473,"And my creativity will always be on point, because I get that from movies and books and my own research.",0,es,"Y mi creatividad siempre estará en el punto, porque lo obtengo de películas y libros y de mi propia investigación."
474,"And no one can do that than our faith-based organizations,” Adams said.",0,es,"Y nadie puede hacer eso más que nuestras organizaciones basadas en la fe”, dijo Adams."
475,And not just one ability or energy shared across the abilities on cooldown; every ability gets the same amount of energy.,0,es,Y no sólo una habilidad o energía compartida a través de las habilidades en el enfriamiento; cada habilidad obtiene la misma cantidad de energía.
476,And now Germany dominates Europe more clearly than ever.,1,fr,Et maintenant l'Allemagne domine l'Europe plus clairement que jamais.
477,And others think they are registering for a particular party by marking it.,1,fr,Et d'autres pensent qu'ils s'inscrivent pour une partie en particulier en la marquant.
478,"And outline plans to build it,"" said Devi Sridhar, professor and chair of global public health at the University of Edinburgh.",0,es,"Y esboce los planes para construirla"", dijo Devi Sridhar, profesor y presidente de salud pública mundial en la Universidad de Edimburgo."
479,And pests of the four-legged kind (deer) and of the hopper variety (rabbits) love to destroy the younger trees.,0,es,Y las plagas de la especie de cuatro patas (Ciervo) y de la variedad de tolva (árbitros) aman destruir los árboles más jóvenes.
480,"And Picard has, too.",1,fr,Et Picard aussi.
481,And President Lungu has called on the church not to only see corruption in government but also opposition and other people in society.,0,es,"Y el presidente Lungu ha llamado a la iglesia no sólo a ver la corrupción en el gobierno, sino también a la oposición y otras personas en la sociedad."
482,"Andrea Bocelli, David Archuleta and more have Christmas concerts this weekend.",0,es,"Andrea Bocelli, David Archuleta y más tienen conciertos de Navidad este fin de semana."
483,"And really, I think it’s just vastly more constructive to focus, as economists would, on marginal analysis, rather than to engage in a big central planning exercise of trying to calculate the efficient thing to do.",0,es,"Y en realidad, creo que es mucho más constructivo centrarse, como lo harían los economistas, en el análisis marginal, en lugar de participar en un gran ejercicio de planificación central de tratar de calcular lo eficiente que hay que hacer."
484,Andrew Johns took it one step further when he said on Channel Nine: ‘‘You get the feeling that might be his night and the series.’,0,es,Andrew Johns lo llevó un paso más allá cuando dijo en el Canal Nueve: ‘Tienes la sensación de que podría ser su noche y la serie.’
485,Andrews is someone I feel has big Rey Mysterio like upside if they want to move the former of TNA British Bootcamp to NXT US.,0,es,Andrews es alguien que siento que tiene al gran Rey Mysterio como al revés si quieren mover al anterior de TNA British Bootcamp a NXT US.
486,"“Andrew, that is a really old headset.”",0,es,"""Andrew, eso es un auricular muy viejo."""
487,"Andrew Yang, Cory Booker and Stacey Abrams will participate.",1,fr,"Andrew Yang, Cory Booker et Stacey Abrams y participeront."
488,"And she makes clear that she’ll be there when they return, even if she isn’t quite sure she deserves it.",0,es,"Y deja claro que estará allí cuando regresen, aunque no esté segura de que se lo merezca."
489,”And Sir Alex’s first question was ‘am I seeing you first or second?’,1,fr,La première question de Sir Alex était de vous voir la première ou la seconde?
490,"And so, again, I go back to what Gyllenhaal is going to do with director Sam Gold to bring this story to life onscreen.",0,es,"Y así, de nuevo, vuelvo a lo que Gyllenhaal va a hacer con el director Sam Gold para llevar esta historia a la vida en pantalla."
491,And social media now means that narratives can take hold that are not based in fact.”,0,es,Y las redes sociales ahora significan que las narrativas pueden arraigarse que no están basadas en hechos”.
492,And so its campaign felt more like turning out the morally pure rather than persuading swing voters.,0,es,Y así su campaña se sintió más como resultar moralmente puro en lugar de persuadir a los votantes del swing.
493,And so I've been feeling for the parents.,0,es,Y así lo he estado sintiendo por los padres.
494,"And some type of maverick on a set play,"" he said.",0,es,"Y algún tipo de retoño en una obra de teatro"", dijo."
495,"And speaking of weight, the GR tips the scales at just 1,280kg – considerably lighter than rivals.",1,fr,"Et en parlant de poids, le GR pointe les balances à seulement 1.280kg – considérablement plus léger que les rivaux."
496,"And that didn’t even include the much-anticipated debut of 7-foot-3 grad transfer Matt Haarms, who didn’t play, having been sidelined with a minor ankle injury earlier this week.",1,fr,"Et cela n'inclut même pas les débuts tant attendus du transfert de 7 pieds-3 degrés Matt Haarms, qui n'a pas joué, ayant été mis à l'écart avec une blessure mineure à la cheville plus tôt cette semaine."
497,And that is a blessing beyond measure!,1,fr,Et c'est une bénédiction au-delà de toute mesure!
498,And that rod of glass read like on-screen bullet contrails.,1,fr,Et cette tige de verre lisait comme des contrails à balles à l'écran.
499,And that’s all we can hope for.,1,fr,Et c'est tout ce que nous pouvons espérer.
500,And that’s because we have found that there’s a little bit of the Delta and a love for it in every place we’ve gone.,0,es,Y eso es porque hemos encontrado que hay un poco del Delta y un amor por él en cada lugar que hemos ido.
501,And that’s helped a lot.,0,es,Y eso ha ayudado mucho.
502,And that’s how this war will be won.,0,es,Y así es como se ganará esta guerra.
503,And that’s precisely what stakeholders did.,1,fr,Et c'est précisément ce que les parties prenantes ont fait.
504,And that’s to say nothing of how political the voting process has become.,0,es,Y eso no quiere decir nada de cómo el proceso de votación se ha vuelto político.
505,And that the new prices are designed for additional profiteering.,1,fr,Et que les nouveaux prix sont conçus pour des bénéfices supplémentaires.
506,"And the absolute worst of abridgment of personal freedom: the master of a 70,000-ton freighter wishing to enter Duluth’s harbor has to have gone to a maritime academy to obtain a ship master’s license.",0,es,Y lo peor de la abdicación de la libertad personal: el amo de un carguero de 70.000 toneladas que desea entrar en el puerto de Duluth tiene que haber ido a una academia marítima para obtener una licencia de capitán de barco.
507,And the film is elusive as well.,0,es,Y la película también es elusiva.
508,"And the media that reported on Flynn's prosecution and the Russian investigation were ""fake news"" and ""thieves"" who should give back their journalism awards.",1,fr,"Et les médias qui ont rapporté les poursuites de Flynn et l'enquête russe étaient des ""fausses nouvelles"" et des ""thieves"" qui devraient rendre leurs prix de journalisme."
509,"And then, I thought, “Who the hell is playing Zoey?",0,es,"Y luego, pensé, ""¿Quién demonios está jugando Zoey?"
510,And then she turns up with teddy bears.,0,es,Y luego aparece con ositos de peluche.
511,And then there are others who want to hunker down and hibernate for the next six months.,1,fr,Et puis il y en a d'autres qui veulent s'affaiblir et hiberner pendant les six prochains mois.
512,"And then we had to run a diagnostic to make sure it was working correctly,” Scrooby says.",0,es,"Y luego tuvimos que hacer un diagnóstico para asegurarnos de que funcionaba correctamente”, dice Scrooby."
513,And then we’ve got some younger guys.”,0,es,Y luego tenemos algunos chicos más jóvenes”.
514,"“And then you lose a game, you’re in the bus like this destroyed and then you hear some players laughing, thinking about where they will be going out later.",1,fr,"Et puis vous perdez un jeu, vous êtes dans le bus comme ça détruit et puis vous entendez certains joueurs rire, pensant à l'endroit où ils sortiront plus tard."
515,And then you move on to something else.,1,fr,Et puis tu passes à autre chose.
516,And then you want to rest the voice.,1,fr,Et puis vous voulez reposer la voix.
517,And the penny should be outlawed.,0,es,Y el centavo debería ser prohibido.
518,"“And there are so many people who create work with clay, textiles and painting.",0,es,"“Y hay mucha gente que crea trabajo con arcilla, textiles y pintura."
519,And there is a lot of love on both sides.,0,es,Y hay mucho amor en ambos lados.
520,And there’s the added benefit of seeing the architectural beauty of the space while listening to the architectural beauty of the music.,1,fr,Et là l'avantage supplémentaire de voir la beauté architecturale de l'espace tout en écoutant la beauté architecturale de la musique.
521,And there were some spikes and surges and other places; they will soon be gone.,0,es,Y hubo algunos picos y oleadas y otros lugares; pronto se habrán ido.
522,And the third we got some help with a couple of calls and took over on the power play and that always helps.,1,fr,"Et le troisième, nous avons reçu de l'aide avec quelques appels et nous avons pris le contrôle du jeu de puissance et ça aide toujours."
523,And they bulked up their defense by adding Sami Vatanen from New Jersey and seding a first-round draft pick to land Brady Skjei from the New York Rangers.,1,fr,Et ils ont regroupé leur défense en ajoutant Sami Vatanen du New Jersey et en sédant un choix de premier tour pour atterrir Brady Skjei des Rangers de New York.
524,And they have an important role to play in helping the UK economy recover by providing finance for individuals and companies.,0,es,Y tienen un papel importante que desempeñar para ayudar a la economía del Reino Unido a recuperarse proporcionando financiación a individuos y empresas.
525,"And this data is extrapolated, how?",1,fr,"Et ces données sont extrapolées, comment?"
526,And this is what we see with Okezie Ikpeazu’s response to my candid observation.,1,fr,Et c'est ce que nous voyons avec la réponse d'Okezie Ikpeazu.
527,And this means that you should create a clear picture of the service.,0,es,Y esto significa que usted debe crear una imagen clara del servicio.
528,And those giving out treats should leave them on a tray so that each person can pick up their own candy without rummaging through a bowl.,0,es,Y los que dan golosinas deben dejarlos en una bandeja para que cada persona pueda recoger sus propios dulces sin hurgar a través de un tazón.
529,And to their other friends in the home you were like a nephew or a grandson.,1,fr,"Et à leurs autres amis de la maison, vous étiez comme un neveu ou un petit-fils."
530,"And um, whew, that was very tough.",1,fr,"Et, whew, c'était très dur."
531,"And until you’ve got that, you don’t know what you’re doing.",0,es,"Y hasta que tengas eso, no sabes lo que estás haciendo."
532,"And, well, let’s just say that their lives are pretty damned messed up.",0,es,"Y, bueno, digamos que sus vidas están jodidamente arruinadas."
533,And we seem to have all the fixings for it!,1,fr,Et il semble que nous ayons tous les correctifs pour ça!
534,And what is crucial to this question of the boundaries of blackness was the sheer rigidity of American race hierarchy.,1,fr,Et ce qui est crucial pour cette question des limites de la noirceur était la rigidité pure de la hiérarchie de race américaine.
535,And when Aria found out about Ezra's son but refused to tell him?,0,es,¿Y cuando Aria se enteró del hijo de Esdras pero se negó a decírselo?
536,"And when I say the left, I mean the left of the Democratic Party.",0,es,"Y cuando digo la izquierda, me refiero a la izquierda del Partido Demócrata."
537,"And when we had all traversed the stage, with a cry of triumph, we hurled our baseball caps skyward.",0,es,"Y cuando todos habíamos atravesado el escenario, con un grito de triunfo, lanzamos nuestras gorras de béisbol hacia el cielo."
538,"And when you have the increased flexibility of an entrepreneur, you can monitor and strengthen your sources of income while continuously identifying new opportunities that aren’t limited to your geographic area.",0,es,"Y cuando usted tiene la mayor flexibilidad de un empresario, usted puede monitorear y fortalecer sus fuentes de ingresos mientras que continuamente identifica nuevas oportunidades que no se limitan a su área geográfica."
539,"And, where television once routinely engaged UK teenagers and older children with on-screen versions of the world around them, those viewers might turn, almost exclusively, to products that offer Americanised youth ideals.",0,es,"Y, donde la televisión solía involucrar rutinariamente a adolescentes y niños mayores del Reino Unido con versiones en pantalla del mundo que los rodeaba, esos espectadores podrían recurrir, casi exclusivamente, a productos que ofrecen ideales juveniles americanizados."
540,"And while Armenia is on the losing side, if its elite proves its mettle, the situation may yet be transformed into the opening of a new strategic perspective for Armenia, allowing for the strengthening of its internal sovereignty and its democracy.",0,es,"Y mientras Armenia está en el lado perdedor, si su elite demuestra su temple, la situación todavía puede transformarse en la apertura de una nueva perspectiva estratégica para Armenia, permitiendo el fortalecimiento de su soberanía interna y su democracia."
541,"And while Walker had plenty to say about the call on the court, he was much briefer after the game.",0,es,"Y aunque Walker tenía mucho que decir sobre la llamada a la cancha, fue mucho más breve después del juego."
542,"And with an alarming trend of new coronavirus cases, it’s hard to know what the area this game is happening in faces as residents await a vaccine.",0,es,"Y con una tendencia alarmante de nuevos casos de coronavirus, es difícil saber qué área de este juego está sucediendo en las caras mientras los residentes esperan una vacuna."
543,"And with scenes of sexism, racism, nationalism, misogyny and eugenics, what follows at times makes for uncomfortable viewing.",1,fr,"Et avec des scènes de sexisme, de racisme, de nationalisme, de misogynie et d'eugénisme, ce qui suit parfois rend le regard inconfortable."
544,"And, with the new master plan, 6 percent of Kigali's land has been earmarked for recreational activities.",1,fr,"Avec le nouveau plan directeur, 6 % des terres de Kigali ont été réservées à des activités récréatives."
545,“And yesterday (Tuesday) soldiers came and raided the community.,1,fr,Et hier (mardi) des soldats sont venus et ont attaqué la communauté.
546,"And yet economists knew that market capitalism does not automatically self-correct for adverse distributional trends, especially extreme ones.",1,fr,"Et pourtant, les économistes savaient que le capitalisme de marché ne s'autocorrige pas automatiquement pour les tendances de distribution défavorables, en particulier les extrêmes."
547,And yet the capture of Gogic might yet prove to be more meaningful as Hibs attempt to bring some robustness to the middle of the park.,1,fr,"Et pourtant, la capture de Gogic pourrait encore s'avérer plus significative alors que Hibs tente d'apporter une certaine robustesse au milieu du parc."
548,"“And, you know, I think most people want to automatically think that it’s all about whether or not your team wins,” Lenti Ponsetto said.",0,es,"“Y, ya sabes, creo que la mayoría de la gente quiere automáticamente pensar que todo se trata de si tu equipo gana o no”, dijo Lenti Ponsetto."
549,"And, you know what you're getting into when you live near a school.",1,fr,Et tu sais dans quoi tu vas quand tu vis près d'une école.
550,And you thought the Presidential Election of 2020 couldn't get more explosive?,0,es,¿Y pensaste que la elección presidencial de 2020 no podría ser más explosiva?
551,And YouTube channels and media speculated news last evening about the actress leaving familial issues behind and gracing the wedding to wish the newly-married couple.,0,es,Y los canales de YouTube y los medios especularon anoche sobre la actriz dejando atrás problemas familiares y celebrando la boda para desear a la pareja recién casada.
552,Andy Warhol’s observation is succinct: society has reached a point where everybody will have fifteen minutes of fame.,0,es,La observación de Andy Warhol es sucinta: la sociedad ha llegado a un punto en el que todos tendrán quince minutos de fama.
553,"An employee of Hamilton Medical AG tests a ventilator at a plant in Domat/Ems, Switzerland, on March 18, 2020.",1,fr,"Un employé de Hamilton Medical AG teste un ventilateur dans une usine de Domat/Ems, en Suisse, le 18 mars 2020."
554,An enhanced scorecard will drive better government services for citizens.,1,fr,Une carte de pointage améliorée permettra d'offrir de meilleurs services gouvernementaux aux citoyens.
555,"An equation of 53 runs from 30 balls was a tricky task, but the 25-year-old played some glorious shots to continually carve the required run-rate, and when left with 18 required from 12 balls, he and Manish Pandey only needed six to see India home.",0,es,"Una ecuación de 53 carreras a partir de 30 bolas fue una tarea difícil, pero el niño de 25 años jugó algunos tiros gloriosos para cortar continuamente la tasa de carrera requerida, y cuando se quedó con 18 requerido de 12 bolas, él y Manish Pandey sólo necesitaba seis para ver la India en casa."
556,An everyday example of this process is when we wish to cross the road when there is limited visibility.,0,es,Un ejemplo cotidiano de este proceso es cuando deseamos cruzar el camino cuando hay una visibilidad limitada.
557,"A new dynamic is added by the inspired Brian Tyree Henry, who, as Carol’s best friend and digital guru, hilariously crushes on the movie’s American president (Jean Smart).",1,fr,"Une nouvelle dynamique est ajoutée par l'inspiré Brian Tyree Henry, qui, en tant que meilleur ami et gourou numérique de Carol, écrase de façon hilarante le président américain du film (Jean Smart)."
558,"A new front has been opened in the battle against COVID-19 in Canada, where–as of Thursday afternoon–36 people have now died and just under 3,400 cases remain active.",1,fr,"Un nouveau front a été ouvert dans la bataille contre COVID-19 au Canada, où – à partir de jeudi après-midi–36 personnes sont maintenant mortes et un peu moins de 3 400 cas demeurent actifs."
559,A new report sheds light on three such apps that grant hackers access to users' Android phones and here's how you can prevent being hacked.,1,fr,Un nouveau rapport jette la lumière sur trois telles applications qui permettent aux pirates d'accéder aux téléphones Android des utilisateurs et voici comment vous pouvez éviter d'être piraté.
560,“A new web portal tracks all of our police reform efforts.,1,fr,Un nouveau portail Web retrace tous nos efforts de réforme de la police.
561,"An experimental stem cell therapy derived from human placentas will begin early testing in patients with the coronavirus, a New Jersey biotech company said Thursday.",1,fr,"Une thérapie expérimentale de cellules souches dérivée de placentas humains commencera les tests précoces chez les patients avec le coronavirus, une société de biotechnologie du New Jersey a déclaré jeudi."
562,An extra-special Happy New Year to the hapless collection of souls that compose what we vaguely refer to as the “Democratic establishment.”,0,es,Un feliz año nuevo extra-especial a la desventurada colección de almas que componen lo que vagamente llamamos el “establecimiento democrático”.
563,"Angela, Agent Venom, Thing, Drax and Rocket Raccoon all know how to take a hit, and give better than they got.",0,es,"Angela, Agente Venom, Cosa, Drax y Rocket Raccoon todos saben cómo recibir un golpe, y dar mejor de lo que tienen."
564,ANGEL GOMES is reportedly close to QUITTING Manchester United amid stalemate over a new £30k-a-week contract offer.,0,es,Se informa que ANGEL GOMES está cerca de QUITTING Manchester United en medio de una nueva oferta de contrato de £30k a la semana.
565,Angelina Jolie plays the monster’s mother.,0,es,Angelina Jolie interpreta a la madre del monstruo.
566,"Angenette showed Chantel's family her tiny house and kitchen, and then everyone enjoyed a feast.",1,fr,"Angenette a montré à la famille de Chantel sa petite maison et sa cuisine, puis tout le monde a apprécié un festin."
567,"Angie Willhite, a spokeswoman for the Police Department, said that Officer McConnell had been fired on May 8; that Officer Ordoyne had resigned on June 17; and that the six other officers were on administrative leave.",1,fr,"Angie Willhite, porte-parole du département de police, a déclaré que l'agent McConnell avait été congédié le 8 mai, que l'agent Ordoyne avait démissionné le 17 juin et que les six autres agents étaient en congé administratif."
568,Angle's nostalgic tweet is notable given his current tenuous relationship with the company.,1,fr,Le tweet nostalgique d'Angle est remarquable compte tenu de sa relation fragile avec l'entreprise.
569,"An hour later, towards the end of the debate, the Governor surfaced again.",0,es,"Una hora más tarde, hacia el final del debate, el Gobernador volvió a aparecer."
570,An illustrative image of people looting COVID-19 food palliatives in Lagos.,1,fr,Une image illustrative des personnes qui pillent les palliatifs alimentaires COVID-19 à Lagos.
571,An imperfect friend is better than no friend.,1,fr,Un ami imparfait vaut mieux qu'aucun ami.
572,"An important driver, which is influencing their usage, is the effectiveness in delivering formulations that cannot be delivered with pressurized metered-dose and dry powder inhalers.",1,fr,"Un facteur important, qui influe sur leur utilisation, est l'efficacité de la livraison de formulations qui ne peuvent pas être livrées avec des inhalateurs-doseurs sous pression et des inhalateurs-poudres secs."
573,An incident of shoplifting was reported at 9:42 a.m. on the 1800 block of Ocean Avenue.,0,es,Se informó de un incidente de hurto a las 9:42 a.m. en la cuadra 1800 de Ocean Avenue.
574,An internal Labour Party review conducted after the December 2019 election and leaked to theunderscores the party’s position.,0,es,Una revisión interna del Partido Laborista realizada después de las elecciones de diciembre de 2019 y filtrada a las bases de la posición del partido.
575,An investigation into the deaths are ongoing.,0,es,Se está investigando la muerte.
576,An “irate construction worker” allegedly fired shots at ’s Los Angeles home after being let go from the job.,0,es,Un “trabajador de la construcción irascible” supuestamente disparó en la casa de Los Ángeles después de ser despedido del trabajo.
577,"An Irving Oil storage facility and crude rail cars are photographed at the edge of Courtenay Bay on in Saint John, N.B., in 2014.",0,es,"Una instalación de almacenamiento de petróleo Irving y vagones de ferrocarril crudos son fotografiados en el borde de Courtenay Bay en Saint John, N.B., en 2014."
578,"An issue that this causes is that if a person is positive and there is delay in his admission to a hospital, then it increases mortality,"" Guleria was quoted as saying in Ahmedabad.",1,fr,"Une question que cela cause est que si une personne est positive et qu'il y a un retard dans son admission à l'hôpital, alors il augmente la mortalité », a-t-on cité comme disant dans Ahmedabad."
579,"An Italy that can rise up again, that will roll up its sleeves, that will not allow itself to be beaten,' he added.",1,fr,"Une Italie qui peut se relever, qui retroussera ses manches, qui ne se laissera pas battre», a-t-il ajouté."
580,Annamalai attacked the ruling party by saying Tamil Nadu politics is nothing but government looting the public money during their regime and later pleasing them by a providing dole of 2000 rupees during elections.,1,fr,Annamalai a attaqué le parti au pouvoir en disant que la politique du Tamil Nadu n'est rien d'autre que le pillage de l'argent public par le gouvernement pendant leur régime et qu'il leur a ensuite plu par une dole de 2000 roupies pendant les élections.
581,Annie Benavides is consoled by coach Dena Brechtl after being taken out in the final minute of a WIAA Division 2 sectional semifinal meeting with Waukesha West at Elkhorn High School (Michael Stefanich Jr./Southern Lakes Newspapers).,1,fr,Annie Benavides est consolée par l'entraîneure Dena Brechtl après avoir été sortie dans la dernière minute d'une réunion de demi-finale sectionnelle WIAA Division 2 avec Waukesha West au lycée Elkhorn (Michael Stefanich Jr./Southern Lakes Newspapers).
582,"Announced this evening, the Health Protection Surveillance Centre has been notified of 675 new confirmed cases of Covid-19.",0,es,"Anunciado esta noche, el Centro de Vigilancia de la Protección de la Salud ha sido notificado de 675 nuevos casos confirmados de Covid-19."
583,An oil diffuser that looks good enough to leave out as a decorative object.,0,es,Un difusor de aceite que se ve lo suficientemente bien como para dejar de lado como un objeto decorativo.
584,"Another 712,000 Americans filed for unemployment benefits last week on a seasonally adjusted basis, according to the Labor Department, as the job market recovery continues to slow.",0,es,"Otros 712,000 estadounidenses solicitaron beneficios de desempleo la semana pasada sobre una base ajustada estacionalmente, según el Departamento de Trabajo, a medida que la recuperación del mercado de trabajo continúa siendo lenta."
585,"Another 85,000 could be lost during the second.",0,es,Otros 85.000 podrían perderse durante el segundo.
586,"Another analysis of the mysterious airframe gave some insight into the airframe, and further evidence that it is indeed the RQ-180.",0,es,"Otro análisis del misterioso fuselaje dio alguna idea del fuselaje, y más evidencia de que es de hecho el RQ-180."
587,"Another aspect of the ANC feature is wind noise reduction, which you can enable separately when ANC is on.",0,es,"Otro aspecto de la función ANC es la reducción del ruido del viento, que se puede activar por separado cuando ANC está encendido."
588,Another avenue to follow to generate impactful research is to produce ‘counter-empirics’ in order to expose EUrope’s violent migration policies.,1,fr,Une autre voie à suivre pour générer des recherches efficaces est de produire des «contre-empiriques» afin d'exposer les politiques migratoires violentes de l'UE.
589,Another bonded project will most likely be the digitization of village records at both the building and planning department and the clerk’s department.,0,es,Otro proyecto vinculado muy probablemente será la digitalización de los registros de la aldea tanto en el departamento de construcción y planificación como en el departamento del empleado.
590,"Another candidate, Jessica Hanley, a former NMU student herself, understands that it can be difficult to navigate odd Marquette housing laws.",0,es,"Otra candidata, Jessica Hanley, una antigua estudiante de la NMU, entiende que puede ser difícil navegar por las extrañas leyes de vivienda de Marquette."
591,"Another driver, Jill Jobity, told me she picked up a customer who had just received her negative test result for Covid-19.",1,fr,"Un autre chauffeur, Jill Jobity, m'a dit qu'elle avait pris un client qui venait de recevoir son résultat de test négatif pour Covid-19."
592,Another fact that is stubbornly deflected is that recent community protests have been genuinely triggered by the death of residents in those communities in police involved killings believed to be executions.,1,fr,Un autre fait qui est obstinément dévié est que les récentes manifestations communautaires ont été véritablement déclenchées par la mort de résidents de ces communautés dans la police a impliqué des meurtres présumés être des exécutions.
593,"Another former Australia captain Greg Chappell says Labuschagne has the temperament and technique to become one of Australia's best number three batsmen alongside Ponting, Don Bradman and himself.",0,es,"Otro ex capitán de Australia Greg Chappell dice que Labuschagne tiene el temperamento y la técnica para convertirse en uno de los mejores bateadores número tres de Australia junto a Ponting, Don Bradman y él mismo."
594,Another group that public health officials worry about during an infectious disease outbreak is pregnant women.,0,es,Otro grupo que preocupa a los funcionarios de salud pública durante un brote de enfermedades infecciosas son las mujeres embarazadas.
595,"Another key part of the plan involves the dismantling of Hamas and Islamic Jihad, two Palestinian groups seen as terrorists by a large part of the international community.",0,es,"Otra parte clave del plan es el desmantelamiento de Hamas y la Yihad Islámica, dos grupos palestinos considerados terroristas por gran parte de la comunidad internacional."
596,"Another lightweight portable option is the Microsoft Modern Mouse, with a price tag of $34.99.",1,fr,"Une autre option portable légère est le Microsoft Modern Mouse, avec une étiquette de prix de 34,99 $."
597,"Another member of the group, Gildardo Perez-Benitez, 51, of North Canaan, was also arrested for his role in the distribution operation.",0,es,"Otro miembro del grupo, Gildardo Pérez-Benitez, de 51 años, de Canaán del Norte, también fue arrestado por su papel en la operación de distribución."
598,Another nut job walking around without supervision.,1,fr,Un autre cinglé qui se balade sans surveillance.
599,"Another option - one that we might overlook - is the possibility that lockdown and the crisis caused by the coronavirus has changed abusive patterns, for the better, and there has actually been a decrease.",1,fr,"Une autre option - que nous pourrions ignorer - est la possibilité que le verrouillage et la crise causée par le coronavirus a changé les modèles abusifs, pour le mieux, et il y a effectivement eu une diminution."
600,"Another Parisian bookshop owner, who did not want to be named, said: 'It’s complete rubbish.",1,fr,"Un autre propriétaire parisien de la librairie, qui ne voulait pas être nommé, a dit : « C'est des conneries complètes."
601,Another possible reason for the security cabinet being convened was reported progress in talks with Hamas over a prisoner swap deal.,0,es,Otra posible razón para que se convocara el gabinete de seguridad fue el avance de las conversaciones con Hamas sobre un acuerdo de intercambio de prisioneros.
602,Another proposal is placing veggie burgers alongside their meat counterparts instead of separating them on menus or in supermarket aisles.,0,es,Otra propuesta es colocar hamburguesas vegetarianas junto a sus homólogos de carne en lugar de separarlas en menús o en pasillos de supermercados.
603,"Another resident, Filax Sembui who explored the tunnel before the blast said that from there are diversions inside the tunnel's tail end where the shelters are located, and that the main exit is located at in the middle of the shelters.",1,fr,"Un autre résident, Filax Sembui, qui a exploré le tunnel avant l'explosion, a déclaré qu'à partir de là il y a des déviations à l'intérieur de l'extrémité arrière du tunnel où se trouvent les abris, et que la sortie principale est située au milieu des abris."
604,"Another source at the hospital, who confirmed the two cases, lamented slow response by the NCDC.",1,fr,"Une autre source de l'hôpital, qui a confirmé les deux cas, a déploré la lenteur de la réponse du NCDC."
605,Another step both Intermountain and University Hospital will implement soon: bringing in doctors who don’t usually work in hospitals.,0,es,Otro paso que se implementará pronto tanto en el Hospital Intermountain como en el Hospital Universitario: traer a médicos que normalmente no trabajan en hospitales.
606,Another vote would have overturned a rule that allows political groups to conceal the identities of their donors.,1,fr,Un autre vote aurait renversé une règle qui permettrait aux groupes politiques de dissimuler l'identité de leurs donateurs.
607,"An outbreak had been declared at Staint-Vincent, which cares for patients with complex needs, on Sept. 23.",0,es,"Se había declarado un brote en Staint-Vincent, que atiende a pacientes con necesidades complejas, el 23 de septiembre."
608,An outbreak is declared when two or more people test positive and the cases are linked to a specific non-household setting or event within a specified time.,1,fr,Une éclosion est déclarée lorsque deux personnes ou plus test positif et que les cas sont liés à un milieu ou un événement non résidentiel spécifique dans un délai déterminé.
609,"An outbreak was declared at SPINCO, located on James and Wilson streets, on Oct. 5 after 47 COVID-19 cases were linked to the facility, officials confirmed on Sunday.",0,es,"Se declaró un brote en SPINCO, ubicado en las calles James y Wilson, el 5 de octubre después de que 47 casos COVID-19 estuvieran vinculados a la instalación, confirmaron los funcionarios el domingo."
610,"An overwhelming number of classrooms have ditched chalkboards for computer whiteboards, though it hasn't improved teachers' handwriting too much.",1,fr,"Un nombre écrasant de salles de classe ont abandonné les craies pour les tableaux blancs d'ordinateur, bien qu'il n'ait pas amélioré l'écriture des enseignants trop."
611,Answer: Offensive coordinator Josh McDaniels hands the cape over to his fleet of running backs.,0,es,"Respuesta: Josh McDaniels, coordinador ofensivo, entrega la capa a su flota de corredores."
